					5G v 5G								4G v 4G								5G v 4G								4G v 5G								
J	P	Name	Team	GP	TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		
44	D	CALVIN DE HAAN	nyi	51	874	4.1	4.1	0.7	0.7	-0.6	5.0		42	-0.6	-0.6	-0.1	-0.1	-0.0	-0.8		58	5.5	-0.1	0.3	-0.1	0.3	0.4		83	-9.9	-1.8	-0.1	0.6	-0.9	-2.3		
46	D	MATT DONOVAN	nyi	52	779	-0.8	-0.8	-0.5	-0.2	0.1	-1.5		44	1.8	1.8	-0.1	-0.3	0.1	1.6		82	9.0	1.1	0.5	-0.3	0.4	1.7		40	-1.5	2.4	-0.2	0.3	-0.4	2.1		
47	D	ANDREW MACDONALD	nyi	63	1133	-6.0	-6.0	0.9	1.5	-0.3	-3.9		52	-0.5	-0.5	0.1	-0.1	0.1	-0.4		189	18.2	-0.0	-0.3	0.1	0.2	0.0		162	-15.4	0.2	1.0	0.9	-2.2	-0.1		
49	R	JUSTIN JOHNSON	nyi	2	13	-0.4	-0.4	-0.1	-0.0	0.0	-0.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
51	C	FRANS NIELSEN	nyi	80	939	2.1	2.1	0.8	0.5	-1.7	1.8		50	-0.1	-0.1	-0.0	-0.0	0.1	-0.0		256	26.2	1.6	-0.9	0.2	0.4	1.3		172	-15.1	1.5	0.4	1.2	-1.7	1.4		
53	C	CASEY CIZIKAS	nyi	80	851	-3.4	-3.4	1.0	-1.1	1.0	-2.5		12	-0.0	-0.0	0.1	-0.0	-0.0	-0.0		15	0.5	-1.0	0.2	-0.2	0.2	-0.8		174	-14.8	1.9	0.9	1.0	-2.1	1.7		
55	D	AARON NESS	nyi	20	268	-2.6	-2.6	0.1	-0.3	0.2	-2.6		9	-0.6	-0.6	-0.0	-0.1	0.0	-0.7		6	-0.2	-0.9	0.0	0.0	0.0	-0.8		11	-0.4	0.8	-0.1	0.0	-0.1	0.6		
56	L	JOHN PERSSON	nyi	10	118	-1.1	-1.1	-0.0	-0.3	-0.0	-1.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.0	-0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
59	L	BRETT GALLANT	nyi	4	29	-0.2	-0.2	-0.1	-0.1	0.1	-0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
91	C	JOHN TAVARES	nyi	59	932	-0.1	-0.1	-2.3	1.4	0.4	-0.7		47	0.0	0.0	-0.1	-0.2	0.1	-0.1		221	22.9	1.6	-0.8	0.2	0.4	1.3		9	-0.4	0.5	-0.2	0.0	-0.1	0.2		
96	C	PIERRE-MARC BOUCHARD	nyi	28	336	-0.4	-0.4	0.5	-0.3	-0.3	-0.5		8	0.0	0.0	0.0	-0.2	0.0	-0.1		38	4.2	0.5	0.1	-0.3	0.1	0.3		0	-0.1	-0.1	-0.0	-0.0	-0.0	-0.2		
4	D	MICHAEL DEL ZOTTO	nyr	42	638	-1.7	-1.7	-0.8	-0.8	-0.9	-4.2		23	-0.0	-0.0	-0.1	0.1	-0.2	-0.2		77	6.9	-0.5	0.2	-0.2	-0.0	-0.5		8	-1.5	-0.7	-0.1	0.1	0.0	-0.7		
4	D	RAPHAEL DIAZ	nyr	11	134	1.8	1.8	-0.7	-0.7	-0.2	0.2		7	-0.2	-0.2	0.0	0.1	-0.0	-0.1		23	2.1	-0.1	0.0	-0.1	0.1	-0.1		1	-0.1	0.1	-0.0	-0.0	0.0	0.0		
5	D	DAN GIRARDI	nyr	81	1426	-1.7	-1.7	2.6	1.7	-3.4	-0.8		64	0.2	0.2	0.1	-0.1	-0.0	0.1		116	8.8	-2.5	0.2	-0.3	0.0	-2.5		216	-18.5	2.3	0.7	0.5	-1.7	1.9		
6	D	ANTON STRALMAN	nyr	81	1357	13.4	13.4	0.2	-0.4	-2.7	10.5		44	0.7	0.7	0.1	0.1	-0.2	0.7		23	2.4	0.2	0.3	-0.2	-0.0	0.3		117	-11.7	-0.5	-0.2	-0.0	-0.3	-1.1		
8	C	DARROLL POWE	nyr	1	7	-0.3	-0.3	0.1	0.0	-0.0	-0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	-0.1	0.0	0.0	-0.0	-0.0	-0.0		
8	D	KEVIN KLEIN	nyr	30	416	0.0	0.0	-0.7	-0.5	-0.8	-1.9		7	-0.0	-0.0	0.0	0.0	0.0	-0.0		3	0.1	-0.2	0.0	-0.0	0.0	-0.2		17	-2.4	-0.7	-0.1	0.1	-0.1	-0.8		
10	C	J.T. MILLER	nyr	30	315	-1.6	-1.6	-0.2	-0.3	-0.5	-2.5		3	0.3	0.3	-0.0	-0.1	-0.0	0.2		25	2.4	0.0	0.1	-0.2	-0.0	-0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
12	R	JESPER FAST	nyr	11	105	1.1	1.1	0.3	-0.3	-0.1	1.0		0	0.0	0.0	0.0	-0.0	0.0	0.0		2	0.1	-0.1	-0.0	0.0	0.0	-0.1		14	-2.1	-0.8	-0.1	-0.0	0.0	-0.9		
13	L	DANIEL CARCILLO	nyr	31	269	-1.2	-1.2	1.0	-0.3	-0.4	-0.9		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.1	-0.1	0.1	0.0	0.0	0.0		0	0.0	0.0	0.0	-0.0	-0.0	0.0		
14	L	TAYLOR PYATT	nyr	22	232	-4.6	-4.6	0.8	-0.0	-0.4	-4.3		2	-0.1	-0.1	0.0	0.0	-0.0	-0.1		5	0.4	-0.1	0.2	-0.0	0.0	0.1		30	-3.7	-0.8	-0.2	0.1	0.0	-0.9		
15	R	DEREK DORSETT	nyr	51	525	2.9	2.9	1.6	-1.0	-0.5	3.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		4	0.4	0.0	0.0	-0.1	0.0	0.0		38	-4.5	-0.8	-0.3	-0.1	-0.1	-1.3		
16	C	DERICK BRASSARD	nyr	81	1013	5.4	5.4	-1.5	-0.1	-2.1	1.8		40	-0.1	-0.1	-0.1	-0.0	-0.3	-0.5		192	20.1	1.7	-0.4	-0.3	-0.1	0.9		1	-0.1	0.0	-0.1	-0.0	0.0	-0.1		
17	D	JOHN MOORE	nyr	74	1008	1.6	1.6	-2.1	-1.3	-1.0	-2.9		33	0.6	0.6	-0.1	-0.1	-0.1	0.3		73	7.6	0.5	0.2	-0.3	0.1	0.4		6	-1.1	-0.4	-0.1	0.1	0.0	-0.4		
18	D	MARC STAAL	nyr	72	1255	3.5	3.5	0.9	0.1	-3.6	0.9		40	-0.5	-0.5	0.2	0.3	-0.3	-0.2		28	1.2	-1.6	0.5	-0.0	0.0	-1.1		133	-11.9	0.9	-0.1	0.1	-0.2	0.6		
19	C	BRAD RICHARDS	nyr	82	1165	3.9	3.9	-3.7	0.3	-2.2	-1.7		45	0.3	0.3	-0.2	0.1	-0.2	0.0		283	28.8	1.5	-1.0	-0.1	-0.0	0.4		2	-0.0	0.2	-0.1	0.1	0.0	0.2		
20	C	CHRIS KREIDER	nyr	66	861	5.9	5.9	-0.5	0.8	-2.1	4.0		7	0.1	0.1	-0.0	0.0	-0.0	0.1		140	12.0	-1.5	0.2	0.2	0.2	-0.8		1	-0.1	0.0	-0.0	-0.0	-0.0	-0.0		
21	C	DEREK STEPAN	nyr	82	1086	2.5	2.5	0.6	1.0	-3.1	1.0		38	-1.0	-1.0	0.3	0.0	0.0	-0.7		207	19.9	-0.0	-0.4	-0.0	0.5	0.0		88	-6.9	1.5	0.2	0.0	-0.4	1.4		
22	C	BRIAN BOYLE	nyr	82	845	-2.8	-2.8	5.0	-0.9	-1.0	0.3		8	0.1	0.1	0.2	0.1	-0.0	0.3		18	1.5	-0.2	0.2	-0.1	0.0	-0.1		165	-13.6	2.3	1.5	0.5	-1.2	3.0		
24	R	RYAN CALLAHAN	nyr	45	644	0.7	0.7	-1.6	1.1	-1.1	-0.9		13	0.2	0.2	0.0	0.1	-0.1	0.3		70	8.2	1.4	-0.1	-0.2	0.0	1.2		55	-5.9	-0.5	-0.1	0.1	-0.2	-0.8		
26	R	MARTIN ST. LOUIS	nyr	19	265	0.1	0.1	-0.4	-0.1	-0.7	-1.1		7	-0.3	-0.3	0.0	-0.0	-0.0	-0.3		51	4.2	-0.8	-0.2	0.0	0.1	-0.8		16	-0.8	0.8	-0.3	0.2	-0.0	0.7		
27	D	RYAN MCDONAGH	nyr	77	1389	2.6	2.6	2.1	2.0	-2.8	3.8		56	-0.2	-0.2	-0.0	-0.0	-0.1	-0.4		207	21.7	1.8	-0.5	0.1	0.0	1.4		195	-16.7	2.1	0.7	0.3	-1.6	1.5		
28	C	DOMINIC MOORE	nyr	73	727	-2.6	-2.6	3.8	-1.1	-0.9	-0.8		4	-0.0	-0.0	0.1	0.0	-0.0	-0.0		7	1.1	0.4	0.0	-0.0	0.0	0.4		110	-10.4	0.3	-0.1	0.2	-0.4	0.0		
36	C	MATS ZUCCARELLO	nyr	77	1019	7.4	7.4	-1.0	-0.3	-2.2	3.9		36	1.4	1.4	-0.2	-0.0	-0.1	1.1		193	20.5	1.9	-0.3	-0.5	-0.2	0.9		39	-4.7	-0.9	-0.2	-0.0	-0.2	-1.3		
37	D	CONOR ALLEN	nyr	3	42	-1.0	-1.0	-0.1	0.0	-0.1	-1.1		1	-0.1	-0.1	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
40	L	BRANDON MASHINTER	nyr	6	27	-0.1	-0.1	0.0	-0.1	-0.0	-0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
42	D	DYLAN MCILRATH	nyr	2	14	-0.1	-0.1	-0.0	-0.1	-0.0	-0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
44	D	JUSTIN FALK	nyr	21	235	-2.5	-2.5	-0.5	-0.2	-0.3	-3.4		1	-0.0	-0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		12	-1.0	0.2	-0.1	0.1	0.1	0.3		
45	R	ARRON ASHAM	nyr	6	46	-0.9	-0.9	0.2	0.1	-0.1	-0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
61	L	RICK NASH	nyr	65	852	3.9	3.9	-0.1	1.0	-2.1	2.7		32	-1.1	-1.1	0.1	0.1	0.0	-0.8		153	13.6	-1.2	-0.2	-0.1	0.5	-0.9		28	-1.9	0.9	-0.5	-0.1	-0.2	0.0		
62	L	CARL HAGELIN	nyr	72	944	2.9	2.9	-2.2	0.2	-1.5	-0.6		30	0.7	0.7	0.0	-0.0	-0.1	0.6		14	1.0	-0.4	0.3	-0.1	0.0	-0.2		116	-10.1	1.2	0.4	0.6	-1.1	1.0		
67	L	BENOIT POULIOT	nyr	80	907	7.5	7.4	-0.9	-0.3	-1.5	4.7		13	0.2	0.2	-0.1	0.0	-0.1	0.1		145	16.0	2.0	-0.3	-0.3	-0.1	1.3		0	0.0	0.0	0.0	-0.0	0.0	0.0		
2	D	JARED COWEN	ott	68	1126	-6.9	-6.9	0.1	-0.1	2.4	-4.5		49	-1.1	-1.1	0.1	0.2	0.4	-0.4		9	0.5	-0.4	0.1	-0.1	0.2	-0.1		184	-17.7	0.0	0.7	0.1	-1.6	-0.9		
3	D	MARC METHOT	ott	75	1317	-1.7	-1.7	-0.5	0.3	2.9	1.1		63	-0.1	-0.1	0.1	-0.3	0.5	0.2		41	2.8	-1.2	-0.2	-0.1	0.7	-0.8		183	-15.6	2.0	-0.7	0.6	-1.7	0.2		
4	D	CHRIS PHILLIPS	ott	70	981	-2.7	-2.7	0.7	-0.9	1.9	-0.9		51	-1.0	-1.0	-0.1	0.0	0.5	-0.6		86	6.6	-1.7	0.6	-0.0	1.4	0.2		195	-16.0	2.8	0.6	0.5	-1.4	2.4		
5	D	CODY CECI	ott	49	659	0.9	0.9	-0.3	-0.4	1.5	1.7		32	-0.9	-0.9	0.0	0.1	0.3	-0.5		65	5.0	-1.2	0.6	-0.5	0.8	-0.3		76	-5.9	1.4	-0.2	-0.5	-0.8	-0.1		
6	R	BOBBY RYAN	ott	70	938	-1.8	-1.8	0.1	0.5	1.5	0.4		35	-0.8	-0.8	-0.1	0.2	0.4	-0.3		165	13.5	-2.4	-0.1	-1.1	2.6	-1.0		13	-1.5	-0.2	-0.2	-0.0	-0.1	-0.5		
7	C	KYLE TURRIS	ott	82	1121	-1.7	-1.7	1.0	0.8	1.3	1.4		60	-0.4	-0.4	0.1	0.2	0.5	0.4		192	16.3	-2.2	-0.2	-1.4	2.7	-1.1		134	-12.2	0.7	0.1	0.1	-0.7	0.2		
9	L	MILAN MICHALEK	ott	82	1069	-6.5	-6.5	-2.0	0.5	2.6	-5.4		48	-0.9	-0.9	0.0	0.0	0.5	-0.3		167	13.3	-2.8	0.3	-0.8	2.8	-0.6		131	-10.0	2.7	-0.8	-0.2	-1.0	0.6		
14	C	COLIN GREENING	ott	76	894	-3.3	-3.3	0.9	0.0	2.4	0.0		17	0.8	0.8	0.0	0.1	0.1	1.0		29	2.1	-0.8	0.0	-0.1	0.5	-0.3		83	-6.3	1.7	-0.8	-0.0	-0.7	0.1		
15	C	ZACK SMITH	ott	82	1085	-6.5	-6.5	2.1	-0.3	2.8	-1.8		34	0.4	0.4	0.2	0.0	0.2	0.7		26	1.2	-1.4	0.4	-0.1	0.4	-0.7		124	-9.9	2.1	0.7	0.2	-1.2	1.8		
16	L	CLARKE MACARTHUR	ott	79	1005	1.2	1.2	0.5	0.4	1.5	3.6		51	-0.2	-0.2	-0.0	0.1	0.4	0.3		193	17.6	-1.0	-0.5	-1.5	3.0	-0.1		110	-11.6	-0.9	-0.1	0.3	-0.8	-1.4		
19	C	JASON SPEZZA	ott	75	1001	-6.9	-6.9	-1.6	0.1	2.3	-6.1		48	-0.9	-0.9	-0.1	-0.1	0.5	-0.6		214	16.8	-3.8	-0.9	-1.2	3.5	-2.4		52	-4.7	0.4	0.3	-0.1	-0.4	0.1		
22	R	ERIK CONDRA	ott	76	696	-2.2	-2.2	-0.7	-0.8	1.6	-2.1		5	0.0	0.0	0.1	-0.1	0.0	0.0		2	0.1	-0.2	-0.0	0.0	0.0	-0.2		172	-14.1	2.5	0.6	0.6	-1.9	1.8		
24	C	STEPHANE DA COSTA	ott	12	114	-0.3	-0.3	-0.2	-0.0	0.3	-0.2		4	-0.1	-0.1	0.0	0.0	0.0	-0.0		8	1.0	0.2	0.1	-0.0	0.1	0.4		0	0.0	0.0	0.0	0.0	0.0	0.0		
25	R	CHRIS NEIL	ott	76	856	-4.1	-4.1	1.0	-0.5	2.2	-1.5		0	0.0	-0.0	-0.0	0.0	-0.0	0.0		44	4.5	0.2	0.2	-0.4	0.8	0.8		1	-0.3	-0.2	0.0	0.0	-0.0	-0.2		
28	L	MATT KASSIAN	ott	33	151	0.5	0.5	-0.6	-0.7	0.3	-0.4		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
44	C	JEAN-GABRIEL PAGEAU	ott	28	232	0.5	0.5	-0.2	-0.4	0.6	0.5		9	-0.2	-0.2	-0.0	-0.1	0.1	-0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		44	-2.7	1.6	-0.0	0.1	-0.4	1.2		
46	D	PATRICK WIERCIOCH	ott	53	681	-3.0	-3.0	-0.6	-0.8	1.4	-3.0		28	-0.4	-0.4	-0.2	-0.0	0.2	-0.4		139	13.3	-0.2	-0.1	-1.2	2.0	0.6		13	-1.9	-0.7	-0.0	-0.0	-0.1	-0.8		
57	C	DEREK GRANT	ott	20	145	1.0	1.0	0.1	-0.4	0.4	1.0		1	0.0	-0.0	0.0	-0.1	0.0	-0.0		0	0.1	-0.0	0.0	0.0	0.0	0.0		40	-3.8	0.1	-0.3	0.3	-0.4	-0.3		
61	R	MARK STONE	ott	19	237	2.7	2.7	0.3	-0.3	0.4	3.1		1	0.0	-0.0	0.0	-0.0	0.0	-0.0		26	4.4	1.8	-0.2	-0.5	0.4	1.5		3	-0.4	-0.1	-0.0	0.0	-0.0	-0.1		
62	D	ERIC GRYBA	ott	57	776	-3.6	-3.6	1.0	-0.0	1.9	-0.8		28	-0.5	-0.5	0.1	-0.1	0.2	-0.3		6	0.1	-0.5	0.3	0.0	0.1	-0.0		157	-12.5	2.6	0.2	0.8	-1.4	2.2		
65	D	ERIK KARLSSON	ott	82	1642	-4.1	-4.1	-1.8	0.7	3.6	-1.6		101	-0.6	-0.6	-0.0	-0.1	0.9	0.2		318	26.3	-4.3	-1.2	-1.7	5.1	-2.0		107	-9.5	0.9	-0.8	-0.3	-0.8	-1.0		
68	C	MIKE HOFFMAN	ott	25	260	-1.3	-1.3	-0.1	-0.3	0.6	-1.0		6	0.3	0.3	-0.0	-0.2	0.1	0.2		57	3.9	-1.7	0.0	-0.2	1.0	-0.8		0	0.0	0.0	-0.0	-0.0	-0.0	-0.0		
74	D	MARK BOROWIECKI	ott	13	144	0.1	0.1	0.3	-0.1	0.3	0.6		1	0.0	0.0	-0.0	0.0	0.0	0.0		0	0.0	-0.0	-0.0	0.0	0.0	-0.0		17	-1.2	0.6	-0.4	0.1	-0.1	0.2		
77	D	JOE CORVO	ott	25	368	0.2	0.2	-0.1	-0.2	0.9	0.9		15	0.1	0.1	-0.0	0.0	0.1	0.2		50	3.7	-1.1	0.1	-0.4	0.8	-0.6		1	-0.0	0.1	-0.0	-0.0	-0.0	0.0		
83	R	ALES HEMSKY	ott	20	252	1.2	1.2	-0.4	0.3	1.0	2.1		6	-0.5	-0.5	-0.0	-0.2	0.1	-0.6		46	2.9	-1.6	0.0	-0.2	0.9	-0.9		0	0.0	0.1	-0.1	-0.0	-0.0	0.0		
89	C	CORY CONACHER	ott	60	655	3.0	3.0	-0.9	-0.7	2.0	3.4		9	-0.2	-0.2	-0.0	-0.0	0.1	-0.2		69	6.1	-0.5	0.4	-0.3	1.1	0.8		0	0.0	0.0	0.0	0.0	-0.0	0.1		
93	C	MIKA ZIBANEJAD	ott	69	788	-1.7	-1.7	-1.1	-0.5	2.2	-1.1		33	-1.5	-1.5	-0.2	0.1	0.4	-1.2		123	9.9	-2.0	0.3	-0.5	1.9	-0.3		20	-1.9	0.0	-0.1	-0.1	-0.1	-0.3		
5	D	BRAYDON COBURN	phi	82	1394	-9.3	-9.3	0.8	1.7	3.0	-3.8		60	0.0	0.0	0.1	0.2	-0.6	-0.3		17	0.9	-0.8	0.4	-0.1	0.1	-0.3		311	-23.5	6.4	1.5	0.8	-5.4	3.2		
8	D	NICKLAS GROSSMANN	phi	78	1231	-7.1	-7.1	1.4	0.3	3.5	-1.8		33	-0.7	-0.7	0.2	0.1	-0.3	-0.7		5	0.1	-0.5	0.3	-0.1	0.1	-0.3		186	-11.9	6.1	-0.7	-0.1	-3.0	2.3		
9	R	STEVE DOWNIE	phi	51	593	-6.3	-6.3	0.4	0.4	1.9	-3.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		76	5.3	-2.1	0.8	-0.2	0.7	-0.7		0	0.0	0.0	0.0	0.0	-0.0	0.0		
10	C	BRAYDEN SCHENN	phi	82	1057	-1.4	-1.4	-0.0	-0.7	2.8	0.7		32	1.1	1.1	-0.0	-0.0	-0.5	0.6		166	13.9	-2.1	1.2	-0.9	1.6	-0.2		13	-1.0	0.3	-0.4	-0.1	-0.1	-0.4		
12	L	MICHAEL RAFFL	phi	68	744	1.7	1.7	-0.9	0.3	2.2	3.3		4	0.1	0.1	0.0	-0.0	-0.1	0.0		11	0.8	-0.3	0.4	0.0	0.1	0.3		108	-6.2	4.2	-0.7	-0.2	-1.7	1.6		
14	C	SEAN COUTURIER	phi	82	1103	-9.6	-9.6	2.1	1.0	3.7	-2.8		46	-0.8	-0.8	0.3	0.3	-0.4	-0.6		98	9.6	0.1	0.7	-0.8	1.1	1.1		271	-19.8	6.3	1.0	0.9	-4.6	3.6		
15	L	TYE MCGINN	phi	18	181	-0.9	-0.9	0.2	0.2	0.4	-0.0		0	0.0	-0.0	-0.0	0.0	-0.0	0.0		13	0.8	-0.5	0.1	0.0	0.1	-0.2		0	0.0	0.0	0.0	0.0	0.0	0.0		
17	R	WAYNE SIMMONDS	phi	82	1054	-2.5	-2.5	-0.3	-0.3	2.7	-0.4		19	0.5	0.5	-0.1	-0.1	-0.3	0.1		270	30.1	4.0	-1.9	-1.6	-0.1	0.5		2	-0.1	0.2	-0.2	-0.0	0.0	0.0		
18	R	ADAM HALL	phi	80	539	-4.7	-4.7	2.3	-1.5	2.9	-0.9		3	-0.0	-0.0	0.1	0.0	-0.0	0.1		3	0.1	-0.2	0.3	-0.1	0.0	0.0		219	-17.9	3.2	0.3	0.0	-3.9	-0.4		
19	L	SCOTT HARTNELL	phi	78	1021	2.0	2.0	-1.6	0.7	1.2	2.3		9	0.5	0.5	-0.1	0.1	-0.1	0.4		246	28.2	4.5	-1.9	-1.4	-0.0	1.2		5	-0.1	0.4	-0.2	-0.0	-0.1	0.1		
22	D	LUKE SCHENN	phi	79	1141	-4.8	-4.8	-0.7	-1.2	3.1	-3.7		20	-0.3	-0.3	0.0	0.1	-0.3	-0.4		2	0.3	0.1	0.1	-0.0	0.0	0.2		151	-11.0	3.5	-1.3	-0.1	-2.5	-0.4		
24	R	MATT READ	phi	75	989	-5.8	-5.8	1.9	1.0	3.5	0.6		40	-0.5	-0.5	0.2	0.3	-0.2	-0.2		108	8.9	-1.5	0.9	-0.7	1.0	-0.4		220	-16.9	4.3	-0.4	0.8	-4.2	0.5		
25	C	MAXIME TALBOT	phi	11	127	-1.3	-1.3	0.1	-0.2	0.5	-0.9		0	0.0	-0.0	0.0	-0.0	-0.0	0.0		2	0.4	0.2	-0.1	-0.1	0.0	0.0		37	-2.2	1.3	0.2	-0.0	-0.6	0.9		
26	D	ERIK GUSTAFSSON	phi	31	480	2.1	2.1	0.2	-0.2	1.4	3.4		17	0.1	0.1	0.0	0.0	-0.2	-0.1		19	0.9	-1.0	0.4	-0.1	0.1	-0.5		18	-1.1	0.6	-0.2	0.2	-0.3	0.3		
28	R	CLAUDE GIROUX	phi	82	1190	0.4	0.4	-1.3	1.3	1.1	1.4		57	0.0	0.0	-0.2	0.3	-0.8	-0.7		291	31.0	3.0	-1.7	-1.8	-0.1	-0.7		70	-5.4	1.4	0.4	-0.1	-1.2	0.6		
32	D	MARK STREIT	phi	82	1335	-2.9	-2.9	-0.4	-0.4	3.6	-0.2		72	2.2	2.2	-0.2	0.2	-0.7	1.4		200	16.9	-2.4	0.9	-1.0	1.6	-1.0		24	-1.7	0.7	-0.4	-0.0	-0.3	-0.1		
36	C	ZAC RINALDO	phi	67	492	-8.1	-8.1	0.1	-1.6	1.9	-7.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	0.1	-0.2	0.0	-0.0	0.0	-0.1		26	-3.5	-1.0	-0.4	-0.1	-0.4	-1.9		
37	L	JAY ROSEHILL	phi	34	167	-2.5	-2.5	-0.0	-0.7	0.8	-2.4		0	0.0	-0.0	0.0	0.0	0.0	0.0		0	0.1	0.0	0.0	-0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
40	C	VINCENT LECAVALIER	phi	69	831	-4.3	-4.3	-0.7	-0.4	2.3	-3.2		31	1.6	1.6	-0.1	-0.1	-0.4	1.0		148	10.6	-3.6	1.0	-0.9	1.1	-2.4		2	-0.5	-0.2	-0.2	0.0	-0.0	-0.4		
41	D	ANDREJ MESZAROS	phi	38	576	-3.5	-3.5	-0.4	-0.2	1.7	-2.3		25	0.6	0.6	-0.1	0.2	-0.3	0.4		36	4.1	0.6	0.3	-0.3	0.4	1.0		29	-2.4	0.4	-0.3	-0.2	-0.4	-0.5		
42	R	JASON AKESON	phi	1	10	0.8	0.8	0.1	-0.0	0.0	0.9		0	0.0	0.0	0.0	0.0	-0.0	0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	0.1		
44	D	KIMMO TIMONEN	phi	77	960	0.4	0.4	-0.8	0.3	2.3	2.2		42	0.8	0.8	-0.2	0.2	-0.4	0.4		250	27.6	3.6	-1.5	-1.6	-0.1	0.4		260	-20.6	4.5	1.3	0.6	-4.6	1.6		
45	C	KRIS NEWBURY	phi	4	20	-0.1	-0.1	-0.0	-0.1	0.1	-0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
47	D	ANDREW MACDONALD	phi	19	345	-1.7	-1.7	-0.1	0.0	1.0	-0.8		16	0.6	0.6	0.0	-0.1	-0.2	0.4		30	1.9	-1.0	0.5	-0.3	0.3	-0.5		19	-1.4	0.5	-0.2	0.1	-0.3	0.0		
75	D	HAL GILL	phi	6	78	0.3	0.3	0.1	-0.0	0.2	0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		8	-0.8	0.1	-0.1	0.0	-0.1	-0.1		
76	C	CHRIS VANDEVELDE	phi	18	108	-0.8	-0.8	0.1	-0.2	0.5	-0.4		1	-0.1	-0.1	0.0	0.0	-0.0	-0.1		0	0.1	-0.0	0.0	-0.0	0.0	-0.0		27	-1.2	1.5	-0.1	0.1	-0.4	1.0		
93	R	JAKUB VORACEK	phi	82	1055	6.6	6.6	-2.1	1.1	1.6	7.2		43	0.8	0.8	-0.2	0.1	-0.4	0.3		270	30.2	4.2	-1.8	-1.6	-0.0	0.7		3	-0.6	-0.3	-0.1	-0.0	-0.0	-0.4		
2	D	DAVID RUNDBLAD	pho	12	167	-0.5	-0.5	-0.2	0.0	0.6	-0.0		1	0.1	0.1	0.0	0.0	0.0	0.1		21	2.5	0.5	0.3	0.1	-0.1	0.7		0	0.0	0.0	0.0	0.0	0.0	0.1		
3	D	KEITH YANDLE	pho	82	1516	-11.8	-11.8	-0.7	-0.8	6.3	-7.0		80	-1.7	-1.7	-0.2	0.4	0.4	-1.1		345	36.7	3.4	-0.9	-0.1	-2.4	-0.0		14	-1.3	0.1	-0.2	-0.0	0.2	0.1		
4	D	ZBYNEK MICHALEK	pho	59	980	-2.3	-2.3	0.7	2.6	3.3	4.3		50	0.7	0.7	0.1	0.1	0.0	0.8		1	0.1	-0.1	0.2	-0.0	-0.0	0.1		161	-16.6	-1.1	0.2	0.8	1.5	1.4		
5	D	CONNOR MURPHY	pho	30	473	2.7	2.7	-0.6	-0.4	1.6	3.4		12	-0.5	-0.5	-0.0	0.0	0.1	-0.4		0	-0.1	-0.1	0.0	-0.0	-0.0	-0.1		49	-5.5	-0.7	0.2	-0.2	0.6	-0.2		
